time,h_plus,h_cross,amplitude
8.500000000000e-01,1.304654010894e-22,2.975816477148e-19,2.975816763140e-19
8.600000000000e-01,1.304654010894e-22,2.975816478699e-19,2.975816764691e-19
8.700000000000e-01,1.304654010894e-22,2.975816480249e-19,2.975816766242e-19
8.800000000000e-01,1.304654010894e-22,2.975816481800e-19,2.975816767793e-19
8.900000000000e-01,1.304654010894e-22,2.975816483351e-19,2.975816769344e-19
9.000000000000e-01,1.304654010894e-22,2.975816484902e-19,2.975816770894e-19
9.100000000000e-01,1.304654010894e-22,2.975816486453e-19,2.975816772445e-19
9.200000000000e-01,1.304654010894e-22,2.975816488004e-19,2.975816773996e-19
9.300000000000e-01,1.304654010894e-22,2.975816489555e-19,2.975816775547e-19
9.400000000000e-01,1.304654010894e-22,2.975816491106e-19,2.975816777098e-19
9.500000000000e-01,1.304654010894e-22,2.975816492656e-19,2.975816778649e-19
9.600000000000e-01,1.304654010894e-22,2.975816494207e-19,2.975816780200e-19
9.700000000000e-01,1.304654263330e-22,2.975816495758e-19,2.975816781751e-19
9.800000000000e-01,1.304654263330e-22,2.975816497309e-19,2.975816783302e-19
9.900000000000e-01,1.304654263330e-22,2.975816498860e-19,2.975816784852e-19
1.000000000000e+00,1.304654010894e-22,2.975816500411e-19,2.975816786403e-19
1.010000000000e+00,1.304654010894e-22,2.975816501962e-19,2.975816787954e-19
1.020000000000e+00,1.304654010894e-22,2.975816503513e-19,2.975816789505e-19
1.030000000000e+00,1.304654010894e-22,2.975816505063e-19,2.975816791056e-19
1.040000000000e+00,1.304654010894e-22,2.975816506614e-19,2.975816792607e-19
1.050000000000e+00,1.304654010894e-22,2.975816508165e-19,2.975816794158e-19
1.060000000000e+00,1.304654010894e-22,2.975816509716e-19,2.975816795708e-19
1.070000000000e+00,1.304654010894e-22,2.975816511267e-19,2.975816797259e-19
